Species,Species.ORIG,Squished,Brackets.detected,Number.detected,Unique,Matched,Fuzzy,Fuzzy.toomany,Fuzzy.two,Fuzzy.one,Fuzzy.dist,First.dist,OriSeq,Subseq,taxonID,scientificNameID,localID,scientificName,taxonRank,parentNameUsageID,scientificNameAuthorship,family,subfamily,tribe,subtribe,genus,subgenus,specificEpithet,infraspecificEpithet,verbatimTaxonRank,nomenclaturalStatus,namePublishedIn,taxonomicStatus,acceptedNameUsageID,originalNameUsageID,nameAccordingToID,taxonRemarks,references,source,majorGroup,tplID,Hybrid,New.accepted,Old.status,Old.ID,Old.name
Cenchrus hohenackeri,Cenchrus hohenackeri,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,298,1,wfo-0000917401,urn:lsid:ipni.org:names:77106004-1,462728,Cenchrus hohenackeri,species,wfo-4000007152,(Hochst. ex Steud.) Morrone,Poaceae,,,NA,Cenchrus,,hohenackeri,,species,Valid,Ann. Bot. (Oxford) 106: 128 (2010),Accepted,,wfo-0000888916,NA,"Source in seed data: wcs Update namepublishedIn from Ann. Bot. (Oxford) n.s., 106(1): 128. 2010 [Jul 2010]  to Ann. Bot. (Oxford) 106: 128 (2010), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.the",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77106004-1,The Poaceae TEN,A,kew-462728,,FALSE,,,
Pinus luchuensis,Pinus luchuensis,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,299,1,wfo-0000481161,urn:lsid:ipni.org:names:677067-1,379727,Pinus luchuensis,species,wfo-4000029794,Mayr,Pinaceae,,,NA,Pinus,,luchuensis,,species,Valid,Bot. Centralbl. 58: 149 (1894),Accepted,,,NA,"Source in seed data: wcs Updated majorGroup from A to G, information provided by Alan E. on email Nov. 08 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2561767 >The Plant List v.1.1.</a> Originally in <a href=h",http://www.theplantlist.org/tpl1.1/record/kew-2561767,The Conifer Taxonomic Expert Network,G,kew-2561767,,FALSE,,,
Euphorbia schweinfurthii,Euphorbia schweinfurthii,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,300,1,wfo-0000964617,urn:lsid:ipni.org:names:348198-1,82076,Euphorbia schweinfurthii,species,wfo-4000014224,Balf.f.,Euphorbiaceae,,,NA,Euphorbia,,schweinfurthii,,species,Valid,Proc. Roy. Soc. Edinburgh 12: 410 (1884),Accepted,,,NA,"Source in seed data: wcs Update namepublishedIn from Proc. Roy. Soc. Edinburgh 12(115): 410 1883-1884 publ. 1884  to Proc. Roy. Soc. Edinburgh 12: 410 (1884), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=ht",http://www.theplantlist.org/tpl1.1/record/kew-82076,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-82076,,FALSE,,,
Pinus strobus,Pinus strobus,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,301,1,wfo-0000481530,urn:lsid:ipni.org:names:263339-1,380022,Pinus strobus,species,wfo-4000029794,L.,Pinaceae,,,NA,Pinus,,strobus,,species,Valid,Sp. Pl. 2: 1001. 1753 [1 May 1753],Accepted,,,NA,"Source in seed data: wcs Updated majorGroup from A to G, information provided by Alan E. on email Nov. 08 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2562165 >The Plant List v.1.1.</a> Originally in <a href=h",http://www.theplantlist.org/tpl1.1/record/kew-2562165,The Conifer Taxonomic Expert Network,G,kew-2562165,,FALSE,,,
Pinus strobus,Pinus strobus,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,301,2,wfo-0000481082,urn:lsid:ipni.org:names:263037-1,379695,Pinus koraiensis,species,wfo-4000029794,Siebold & Zucc.,Pinaceae,,,NA,Pinus,,koraiensis,,species,Valid,Fl. Jap. 2(3): 28 (1842),Accepted,,,NA,"Source in seed data: wcs Updated majorGroup from A to G, information provided by Alan E. on email Nov. 08 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2561659 >The Plant List v.1.1.</a> Originally in <a href=h",http://www.theplantlist.org/tpl1.1/record/kew-2561659,The Conifer Taxonomic Expert Network,G,kew-2561659,,TRUE,Synonym,wfo-0000481531,Pinus strobus
Bromus catharticus,Bromus catharticus,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,302,1,wfo-0000855346,urn:lsid:ipni.org:names:273506-2,400803,Bromus catharticus,species,wfo-4000005481,Vahl,Poaceae,,,NA,Bromus,,catharticus,,species,Valid,Symb. Bot. (Vahl) 2: 22. 1791,Accepted,,,NA,"Source in seed data: wcs Updated namepublishedIn from Symb. Bot. 2: 22 1791  to Symb. Bot. (Vahl) 2: 22. 1791 , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-400",http://www.theplantlist.org/tpl1.1/record/kew-400803,The Poaceae TEN,A,kew-400803,,FALSE,,,
Euphorbia maculata,Euphorbia maculata,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,303,1,wfo-0000963182,urn:lsid:ipni.org:names:347236-1,80720,Euphorbia maculata,species,wfo-4000014224,L.,Euphorbiaceae,,,NA,Euphorbia,,maculata,,species,Valid,Sp. Pl. : 455 (1753),Accepted,,,NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 455 1753  to Sp. Pl. : 455 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-80720 >The Plant Li",http://www.theplantlist.org/tpl1.1/record/kew-80720,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-80720,,FALSE,,,
Euphorbia maculata,Euphorbia maculata,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,303,2,wfo-0000963338,urn:lsid:ipni.org:names:347337-1,80868,Euphorbia meyeniana,species,wfo-4000014224,Klotzsch,Euphorbiaceae,,,NA,Euphorbia,,meyeniana,,species,Valid,Nov. Actorum Acad. Caes. Leop.-Carol. Nat. Cur. 19(Suppl. 1): 414 (1843),Accepted,,,NA,"Source in seed data: wcs Update namepublishedIn from Nova Acta Acad. Caes. Leop.-Carol. German. Nat. Cur. 19(Suppl. 1): 414 1843  to Nov. Actorum Acad. Caes. Leop.-Carol. Nat. Cur. 19(Suppl. 1): 414 (1843), information provided by Alan E. on email Jun. 0",http://www.theplantlist.org/tpl1.1/record/kew-80868,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-80868,,TRUE,Synonym,wfo-0000963183,Euphorbia maculata
Panicum lanipes,Panicum lanipes,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,304,1,wfo-0000884842,urn:lsid:ipni.org:names:411957-1,428932,Panicum lanipes,species,wfo-4000027882,Mez,Poaceae,,,NA,Panicum,,lanipes,,species,Valid,Bot. Jahrb. Syst. 57: 187 (1921),Accepted,,,NA,"Source in seed data: wcs Update namepublishedIn from Bot. Jahrb. Syst. 57(2): 187. 1921 [6 May 1921]  to Bot. Jahrb. Syst. 57: 187 (1921), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlis",http://www.theplantlist.org/tpl1.1/record/kew-428932,The Poaceae TEN,A,kew-428932,,FALSE,,,
Tachigali myrmecophila,Tachigali myrmecophila,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,305,1,wfo-0001055106,urn:lsid:ipni.org:names:520131-1,13033319,Tachigali glauca,species,wfo-4000037408,Tul.,Fabaceae,,,NA,Tachigali,,glauca,,species,Valid,Arch. Mus. Hist. Nat.4: 165 (1844),Accepted,,,NA,"Source in seed data: tro Update namepublishedIn from Arch. Mus. Hist. Nat. iv. (1844) 165.  to Arch. Mus. Hist. Nat. 4: 165 (1844), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/t",https://www.legumedata.org/taxonomy/taxon/444800,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,tro-13033319,,TRUE,Synonym,wfo-0000164187,Tachigali myrmecophila
Leucodon brachypus,Leucodon brachypus,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,306,1,wfo-0001163354,35130544,35130544,Leucodon brachypus,species,wfo-4000021535,Brid.,Leucodontaceae,,,NA,Leucodon,,brachypus,,species,Valid,Bryol. Univ. 2: 210 1827,Accepted,,,NA,Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-35130544 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-35130544 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/tro-35130544,The Bryophyte TEN,B,tro-35130544,,FALSE,,,
Delonix decaryi,Delonix decaryi,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,307,1,wfo-0000195729,urn:lsid:ipni.org:names:491228-1,42315,Delonix decaryi,species,wfo-4000011012,(R.Vig.) Capuron,Fabaceae,,,NA,Delonix,,decaryi,,species,Valid,"Adansonia, n.s., 8: 16 (1968)",Accepted,,,NA,"Source in seed data: ildis Update namepublishedIn from Adansonia sér. 2, 8: 16. 1968  to Adansonia , n.s., 8: 16 (1968), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/reco",https://www.legumedata.org/taxonomy/taxon/759132,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,ild-42315,,FALSE,,,
Trilisa paniculata,Trilisa paniculata,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,308,1,wfo-0000117120,urn:lsid:ipni.org:names:47658-2,GCC-1B57B4F9-D9DB-4DDD-A586-694B3FBB07CA,Carphephorus paniculatus,species,wfo-4000006775,(J.F.Gmel.) H.J.-C.Hebert,Asteraceae,,,NA,Carphephorus,,paniculatus,,species,Valid,Rhodora 70: 483 (1968),Accepted,,,NA,"Source in seed data: gcc Update namepublishedIn from Rhodora 70 483 1968  to Rhodora 70: 483 (1968), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-78490 >The Pla",http://www.theplantlist.org/tpl1.1/record/gcc-78490,The Asteraceaae TEN,A,gcc-78490,,TRUE,Synonym,wfo-0000084644,Trilisa paniculata
Narenga porphyrocoma,Narenga porphyrocoma,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,309,1,wfo-0000896651,urn:lsid:ipni.org:names:419969-1,439969,Saccharum narenga,species,wfo-4000033729,(Nees ex Steud.) Hack.,Poaceae,,,NA,Saccharum,,narenga,,species,Valid,Monogr. Phan. 6: 19 (1889),Accepted,,wfo-0000869170,NA,"Source in seed data: wcs Updated scientificnameAuthorship from (Nees ex Steud.) Hack. to Wall., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-439969 >The Plant L",http://www.theplantlist.org/tpl1.1/record/kew-439969,The Poaceae TEN,A,kew-439969,,TRUE,Synonym,wfo-0000881137,Narenga porphyrocoma
Bouteloua johnstonii,Bouteloua johnstonii,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,310,1,wfo-0000853935,urn:lsid:ipni.org:names:35608-2,399463,Bouteloua johnstonii,species,wfo-4000005139,Swallen,Poaceae,,,NA,Bouteloua,,johnstonii,,species,Valid,Proc. Biol. Soc. Washington 56: 79 (1943),Accepted,,,NA,"Source in seed data: wcs Update namepublishedIn from Proc. Biol. Soc. Wash. 56: 79 1943  to Proc. Biol. Soc. Washington 56: 79 (1943), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.or",http://www.theplantlist.org/tpl1.1/record/kew-399463,The Poaceae TEN,A,kew-399463,,FALSE,,,
Leontodon hispidus,Leontodon hispidus,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,311,1,wfo-0000018147,urn:lsid:ipni.org:names:229358-1,GCC-837DDC97-C9ED-495B-84C7-C0EF600A109F,Leontodon hispidus,species,wfo-4000021031,L.,Asteraceae,,,NA,Leontodon,,hispidus,,species,Valid,Sp. Pl. : 799 (1753),Accepted,,,NA,"Source in seed data: gcc Update namepublishedIn from Sp. Pl. 2: 799. 1753 [1 May 1753]  to Sp. Pl. : 799 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-11",http://www.theplantlist.org/tpl1.1/record/gcc-117551,The Asteraceaae TEN,A,gcc-117551,,FALSE,,,
Leontodon hispidus,Leontodon hispidus,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,311,2,wfo-0000064702,urn:lsid:ipni.org:names:237851-1,GCC-A7185EF6-15CA-49EC-8CD4-280A738FBA83,Picris hispanica,species,wfo-4000029626,(Willd.) P.D.Sell,Asteraceae,,,NA,Picris,,hispanica,,species,Valid,Bot. J. Linn. Soc. 71(4): 248 (1976),Accepted,,wfo-0000025581,NA,"Source in seed data: gcc Update namepublishedIn from Bot. J. Linn. Soc. 71(4): 248. 1976 [1975 publ. 3 Mar 1976]  to Bot. J. Linn. Soc. 71(4): 248 (1976), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http:/",http://www.theplantlist.org/tpl1.1/record/gcc-21649,The Asteraceaae TEN,A,gcc-21649,,TRUE,Synonym,wfo-0000032719,Leontodon hispidus
Leontodon hispidus,Leontodon hispidus,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,311,3,wfo-0000088265,urn:lsid:ipni.org:names:229360-1,GCC-D62CCF8A-4004-43E2-8CFC-52A25C9B45C1,Leontodon hispidus,species,,Pollich,Asteraceae,,,NA,Leontodon,,hispidus,,species,,Hist. Pl. Palat. 2: 382. 1777,Unchecked,,,NA,"Source in seed data: gcc Updated namePublishedIn from Hist. Pl. Palat. 2: 382 1777  to Hist. Pl. Palat. 2: 382. 1777 , according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a href=http://www.theplantlis",http://www.theplantlist.org/tpl1.1/record/gcc-44604,The Asteraceaae TEN,A,gcc-44604,,FALSE,,,
Leontodon hispidus,Leontodon hispidus,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,311,4,wfo-0000123254,urn:lsid:ipni.org:names:229359-1,GCC-E416B486-BF5F-4E6E-A218-767DDA599E35,Leontodon hispidus,species,,Coss. & Bourg. ex Willk. & Lange,Asteraceae,,,NA,Leontodon,,hispidus,,species,,Prodr. Fl. Hispan. 2(1): 217. 1865 [Dec 1865],Unchecked,,,NA,"Source in seed data: gcc Updated namePublishedIn from Prod. Fl. Hisp. ii. 217  to Prodr. Fl. Hispan. 2(1): 217. 1865 [Dec 1865] , according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a href=http://www.",http://www.theplantlist.org/tpl1.1/record/gcc-84403,The Asteraceaae TEN,A,gcc-84403,,FALSE,,,
Leontodon hispidus,Leontodon hispidus,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,311,5,wfo-0000032228,urn:lsid:ipni.org:names:229292-1,GCC-8EB45F32-6C25-4E63-927D-E0400716A276,Leontodon crispus,species,wfo-4000021031,Vill.,Asteraceae,,,NA,Leontodon,,crispus,,species,Valid,Prosp. Hist. Pl. Dauphiné : 34 (1779),Accepted,,,NA,"Source in seed data: gcc Update namepublishedIn from Prosp. Hist. Pl. Dauphiné 34. 1779 [16 Apr 1779] ; Hist. Pl. Dauphiné 3: 84, t. 25 (1789) to Prosp. Hist. Pl. Dauphiné : 34 (1779), information provided by Alan E. on email Jun. 07 2021 More details",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:229292-1,The Asteraceaae TEN,A,gcc-131164,,TRUE,Synonym,wfo-0000126597,Leontodon hispidus
Leontodon hispidus,Leontodon hispidus,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,311,6,wfo-0000130528,urn:lsid:ipni.org:names:229362-1,GCC-1D2EBCD7-F387-46FC-9175-865FA4015176,Leontodon hispidus,species,,Vand.,Asteraceae,,,NA,Leontodon,,hispidus,,species,,Fasc. Pl. 18.,Unchecked,,,NA,Source in seed data: gcc More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-91424 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/gcc-91424 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/gcc-91424,The Asteraceaae TEN,A,gcc-91424,,FALSE,,,
Anisothrix kuntzei,Anisothrix kuntzei,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,312,1,wfo-0001332557,urn:lsid:ipni.org:names:77118146-1,77118146-1,Pentatrichia kuntzei,species,wfo-4000028650,(O.Hoffm.) Klaassen & N.G.Bergh,Asteraceae,,,NA,Pentatrichia,,kuntzei,,species,Valid,S. African J. Bot. 78: 10 (2012),Accepted,,,NA,"Source in seed data: ipni Update namepublishedIn from S. African J. Bot. 78: 10. 2012 [Jan 2012]  to S. African J. Bot. 78: 10 (2012), information provided by Alan E. on email Jun. 07 2021",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77118146-1,The Asteraceaae TEN,A,,,TRUE,Synonym,wfo-0000003799,Anisothrix kuntzei
Polyachyrus sphaerocephalus,Polyachyrus sphaerocephalus,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,313,1,wfo-0000081446,urn:lsid:ipni.org:names:239134-1,GCC-E2AC902E-88B1-47D6-9153-467693D72225,Polyachyrus sphaerocephalus,species,wfo-4000030670,D.Don,Asteraceae,,,NA,Polyachyrus,,sphaerocephalus,,species,Valid,Trans. Linn. Soc. London 16(2): 230 (1830),Accepted,,,NA,"Source in seed data: gcc Update namepublishedIn from Trans. Linn. Soc. London 16(2): 230. 1830 [27 May 1830]  to Trans. Linn. Soc. London 16(2): 230 (1830), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http",http://www.theplantlist.org/tpl1.1/record/gcc-37993,The Asteraceaae TEN,A,gcc-37993,,FALSE,,,
Mutisia linifolia,Mutisia linifolia,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,314,1,wfo-0000058738,urn:lsid:ipni.org:names:233912-1,GCC-66EEBC3E-FD5F-4C79-AAC7-1D5394BECCA0,Mutisia linifolia,species,wfo-4000025048,Hook.,Asteraceae,,,NA,Mutisia,,linifolia,,species,Valid,"Bot. Misc. 1: 12, t. 9 (1829)",Accepted,,,NA,"Source in seed data: gcc Update namepublishedIn from Bot. Misc. 1: 12, t. 9. 1829  to Bot. Misc. 1: 12, t. 9 (1829), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gc",http://www.theplantlist.org/tpl1.1/record/gcc-15842,The Asteraceaae TEN,A,gcc-15842,,FALSE,,,
Blumea laciniata,Blumea laciniata,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,315,1,wfo-0000060062,urn:lsid:ipni.org:names:185697-1,GCC-809DF67F-77D9-41AB-9047-1FA4EBFADA75,Blumea sinuata,species,wfo-4000004820,(Lour.) Merr.,Asteraceae,,,NA,Blumea,,sinuata,,species,Valid,"Trans. Amer. Philos. Soc. , ser. 2, 24(2): 388 (1935)",Accepted,,wfo-0000118175,NA,"Source in seed data: gcc Update namepublishedIn from Trans. Amer. Philos. Soc. ser. 2, 24(2): 388. 1935  to Trans. Amer. Philos. Soc. , ser. 2, 24(2): 388 (1935), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a hre",http://www.theplantlist.org/tpl1.1/record/gcc-17124,The Asteraceaae TEN,A,gcc-17124,,TRUE,Synonym,wfo-0000066850,Blumea laciniata
Bejaranoa semistriata,Bejaranoa semistriata,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,316,1,wfo-0000029018,urn:lsid:ipni.org:names:31067-2,GCC-AAB528A9-AAB9-49EB-A617-D916EBD77EF3,Bejaranoa semistriata,species,wfo-4000004323,(Baker) R.M.King & H.Rob.,Asteraceae,,,NA,Bejaranoa,,semistriata,,species,Valid,Phytologia 40: 53 (1978),Accepted,,wfo-0000073877,NA,"Source in seed data: gcc Update namepublishedIn from Phytologia 40 53 1978  to Phytologia 40: 53 (1978), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-128047 >Th",http://www.theplantlist.org/tpl1.1/record/gcc-128047,The Asteraceaae TEN,A,gcc-128047,,FALSE,,,
Acicarpha tribuloides,Acicarpha tribuloides,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,317,1,wfo-0000516592,urn:lsid:ipni.org:names:139272-1,750373,Acicarpha tribuloides,species,wfo-4000000276,Juss.,Calyceraceae,,,NA,Acicarpha,,tribuloides,,species,Valid,Ann. Mus. Natl. Hist. Nat. 2: 348 (1803),Accepted,,,NA,"Source in seed data: cmp Update namepublishedIn from Ann. Mus. Natl. Hist. Nat. 2: 348 1803  to Ann. Mus. Natl. Hist. Nat. 2: 348 (1803), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist",http://www.theplantlist.org/tpl1.1/record/kew-2617993,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2617993,,FALSE,,,
Prolobus nitidulus,Prolobus nitidulus,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,318,1,wfo-0000031488,urn:lsid:ipni.org:names:210364-2,GCC-EF6810A9-3765-49FC-BC39-DE91882974CA,Prolobus nitidulus,species,wfo-4000031215,(Baker) R.M.King & H.Rob.,Asteraceae,,,NA,Prolobus,,nitidulus,,species,Valid,Phytologia 50: 387. 1982,Accepted,,wfo-0000060170,NA,"Source in seed data: gcc Updated namepublishedIn from 387 1982  to Phytologia 50: 387. 1982 , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-130447 >The Plant Lis",http://www.theplantlist.org/tpl1.1/record/gcc-130447,The Asteraceaae TEN,A,gcc-130447,,FALSE,,,
Chersodoma jodopappa,Chersodoma jodopappa,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,319,1,wfo-0000002869,urn:lsid:ipni.org:names:192753-1,GCC-5B23AB63-D70A-4F93-87F4-9FE39736E040,Chersodoma jodopappa,species,wfo-4000007822,(Sch.Bip. ex Wedd.) Cabrera,Asteraceae,,,NA,Chersodoma,,jodopappa,,species,Valid,"Revista Mus. La Plata, Secc. Bot. 6: 350. 1946",Accepted,,,NA,"Source in seed data: gcc Updated scientificnameAuthorship from Cabrera to (Sch.Bip. ex Wedd.) Cabrera, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-102769 >The ",http://www.theplantlist.org/tpl1.1/record/gcc-102769,The Asteraceaae TEN,A,gcc-102769,,FALSE,,,
Sporobolus wrightii,Sporobolus wrightii,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Inf,320,1,wfo-0000901583,urn:lsid:ipni.org:names:243060-2,444569,Sporobolus wrightii,species,wfo-4000036182,Munro ex Scribn.,Poaceae,,,NA,Sporobolus,,wrightii,,species,Valid,Bull. Torrey Bot. Club 9: 103 (1882),Accepted,,,NA,"Source in seed data: wcs Updated scientificnameAuthorship from Scribn. to Munro ex Scribn., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-444569 >The Plant List ",http://www.theplantlist.org/tpl1.1/record/kew-444569,The Poaceae TEN,A,kew-444569,,FALSE,,,
